Pixel : 
(205, 158, 132)
(141, 220, 194)
(204, 154, 129)
(139, 217, 62)
(202, 150, 126)
(137, 212, 59)
(199, 148, 119)
(132, 211, 52)
(195, 144, 115)
(133, 207, 51)
(194, 140, 112)
(252, 198, 42)
(184, 130, 102)
(246, 62, 37)
(185, 129, 102)
(251, 192, 39)
(185, 128, 101)
(248, 193, 36)
(184, 127, 100)
(247, 60, 35)
(180, 123, 96)
(229, 58, 217)
(166, 139, 249)
(229, 201, 180)
(167, 139, 244)
(233, 205, 184)
(169, 141, 246)
(229, 198, 177)
(163, 130, 239)
(225, 194, 173)
(160, 131, 236)
(225, 193, 170)
(161, 129, 232)
(224, 192, 169)
(161, 129, 232)
(223, 191, 168)
(158, 254, 233)
(221, 186, 164)
(159, 250, 228)
(224, 189, 167)
(160, 254, 231)
(225, 191, 166)
(161, 255, 228)
(221, 187, 162)
(157, 249, 223)
(216, 180, 154)
(153, 242, 216)
(214, 177, 151)
(148, 241, 212)
(213, 176, 149)
(149, 238, 213)
(214, 174, 148)
(151, 239, 213)
(212, 172, 146)
(149, 237, 211)
(211, 171, 145)
(146, 234, 208)
(212, 170, 145)
(147, 233, 206)
(209, 165, 140)
(143, 227, 198)
(205, 159, 133)
(143, 222, 196)
(205, 158, 132)
(140, 218, 195)
(203, 153, 128)
(139, 215, 63)
(201, 149, 125)
(137, 212, 59)
(201, 150, 121)
(137, 212, 57)
(198, 147, 118)
(130, 209, 50)
(195, 141, 113)
(129, 203, 47)
(186, 132, 104)
(244, 62, 34)
(179, 123, 96)
(244, 60, 35)
(183, 126, 99)
(247, 60, 35)
(181, 124, 97)
(242, 59, 30)
(177, 120, 93)
(238, 55, 26)
(228, 55, 211)
(229, 201, 180)
(167, 139, 244)
(230, 202, 181)
(165, 132, 241)
(226, 195, 174)
(160, 131, 236)
(223, 192, 171)
(159, 255, 230)
(220, 188, 165)
(159, 250, 228)
(222, 187, 165)
(156, 250, 227)
(219, 185, 160)
(152, 246, 223)
(218, 184, 159)
(161, 253, 229)
(222, 186, 162)
(158, 250, 226)
(226, 190, 166)
(159, 251, 227)
(214, 177, 151)
(147, 236, 210)
(211, 174, 148)
(148, 241, 215)
(216, 176, 150)
(152, 240, 214)
(216, 176, 150)
(148, 236, 210)
(210, 171, 142)
(145, 232, 205)
(207, 168, 139)
(145, 232, 205)
(210, 169, 141)
(149, 234, 206)
(213, 172, 144)
(148, 232, 207)
(209, 165, 138)
(140, 222, 196)
(202, 156, 130)
(137, 216, 62)
(199, 152, 124)
(137, 215, 58)
(201, 150, 123)
(139, 214, 61)
(203, 149, 123)
(136, 210, 56)
(199, 145, 119)
(135, 209, 53)
(194, 140, 112)
(128, 202, 46)
(192, 138, 110)
(255, 199, 42)
(190, 134, 107)
(255, 199, 42)
(188, 132, 105)
(251, 192, 39)
(182, 125, 98)
(242, 59, 30)
(178, 121, 94)
(242, 59, 30)
(179, 122, 95)
(242, 54, 28)
(177, 117, 91)
(234, 63, 193)
(165, 137, 242)
(229, 201, 180)
(165, 137, 242)
(226, 195, 174)
(161, 128, 237)
(223, 192, 171)
(156, 255, 232)
(225, 193, 170)
(161, 129, 232)
(226, 191, 169)
(160, 255, 233)
(221, 187, 162)
(153, 247, 220)
(215, 181, 156)
(153, 247, 220)
(217, 181, 157)
(150, 242, 218)
(216, 180, 156)
(154, 246, 220)
(219, 182, 156)
(151, 240, 214)
(212, 175, 149)
(153, 241, 215)
(218, 178, 152)
(155, 243, 217)
(217, 177, 151)
(151, 238, 211)
(211, 172, 143)
(145, 232, 205)
(206, 167, 138)
(142, 231, 203)
(206, 165, 137)
(140, 229, 201)
(203, 162, 134)
(141, 225, 196)
(204, 160, 133)
(140, 222, 196)
(205, 159, 133)
(140, 223, 197)
(205, 158, 130)
(138, 216, 63)
(199, 148, 121)
(132, 211, 54)
(199, 145, 119)
(137, 211, 57)
(200, 146, 120)
(137, 211, 55)
(194, 140, 112)
(254, 200, 44)
(190, 136, 108)
(252, 198, 42)
(189, 133, 106)
(255, 199, 42)
(190, 134, 107)
(253, 197, 40)
(188, 131, 104)
(248, 193, 36)
(182, 125, 98)
(245, 58, 33)
(180, 123, 96)
(242, 59, 30)
(179, 119, 93)
(240, 52, 26)
(230, 49, 201)
(228, 197, 176)
(164, 135, 240)
(228, 197, 176)
(161, 128, 237)
(222, 191, 170)
(159, 255, 230)
(220, 188, 165)
(163, 254, 232)
(225, 190, 168)
(160, 252, 228)
(223, 187, 163)
(155, 247, 223)
(214, 178, 154)
(151, 243, 219)
(215, 179, 155)
(151, 240, 214)
(211, 174, 148)
(146, 239, 213)
(215, 178, 151)
(152, 240, 214)
(215, 175, 149)
(151, 239, 213)
(217, 175, 150)
(155, 241, 214)
(219, 175, 148)
(152, 236, 211)
(214, 170, 143)
(146, 230, 205)
(207, 166, 136)
(142, 231, 201)
(206, 165, 135)
(143, 227, 198)
(206, 160, 134)
(141, 222, 195)
(202, 157, 128)
(136, 221, 62)
(200, 153, 125)
(135, 214, 58)
(199, 149, 122)
(138, 216, 63)
(202, 151, 124)
(134, 213, 54)
(200, 146, 118)
(137, 211, 55)
(199, 145, 117)
(132, 204, 51)
(194, 138, 111)
(254, 198, 45)
(188, 133, 103)
(251, 194, 36)
(186, 131, 101)
(248, 195, 37)
(186, 131, 101)
(251, 194, 36)
(184, 129, 99)
(248, 193, 34)
(183, 126, 97)
(244, 61, 30)
(179, 122, 93)
(243, 56, 29)
(177, 120, 91)
(238, 55, 24)
(174, 117, 88)
(232, 61, 197)
(162, 133, 238)
(227, 196, 175)
(160, 131, 236)
(221, 190, 169)
(157, 252, 233)
(221, 189, 166)
(157, 253, 228)
(220, 185, 163)
(155, 246, 224)
(217, 181, 157)
(150, 242, 218)
(213, 177, 153)
(148, 240, 216)
(214, 178, 154)
(153, 245, 219)
(215, 178, 152)
(151, 240, 214)
(214, 177, 150)
(153, 242, 217)
(217, 177, 151)
(151, 239, 213)
(212, 170, 145)
(146, 235, 207)
(214, 170, 143)
(148, 232, 207)
(212, 168, 141)
(147, 231, 200)
(209, 165, 136)
(144, 228, 201)
(206, 165, 135)
(145, 229, 198)
(205, 160, 131)
(141, 223, 197)
(203, 158, 129)
(139, 218, 62)
(201, 154, 126)
(134, 217, 61)
(199, 149, 122)
(132, 210, 57)
(200, 149, 122)
(135, 210, 57)
(199, 145, 117)
(134, 208, 52)
(199, 145, 117)
(133, 207, 51)
(193, 137, 110)
(253, 197, 40)
(188, 133, 103)
(249, 192, 34)
(182, 127, 97)
(247, 62, 32)
(180, 125, 95)
(244, 63, 33)
(181, 126, 96)
(243, 58, 28)
(179, 122, 93)
(243, 56, 29)
(177, 120, 91)
(238, 55, 24)
(174, 117, 88)
(236, 53, 22)
(173, 116, 87)
(237, 50, 23)
(229, 45, 196)
(225, 194, 173)
(161, 128, 237)
(222, 191, 170)
(154, 250, 229)
(219, 187, 164)
(158, 253, 231)
(223, 188, 166)
(154, 248, 225)
(215, 181, 156)
(146, 238, 214)
(210, 174, 150)
(151, 241, 216)
(217, 179, 156)
(154, 247, 221)
(218, 181, 155)
(155, 244, 218)
(218, 181, 154)
(156, 244, 218)
(221, 181, 155)
(157, 242, 214)
(215, 174, 146)
(146, 230, 205)
(208, 164, 137)
(147, 229, 203)
(209, 164, 135)
(145, 226, 199)
(208, 163, 134)
(142, 226, 199)
(206, 163, 131)
(140, 227, 195)
(203, 159, 130)
(139, 220, 193)
(200, 153, 125)
(133, 212, 56)
(196, 146, 119)
(133, 211, 54)
(198, 148, 121)
(139, 214, 59)
(204, 153, 124)
(134, 213, 54)
(196, 145, 116)
(128, 202, 46)
(191, 137, 109)
(254, 200, 44)
(191, 137, 109)
(254, 198, 45)
(190, 134, 107)
(248, 195, 37)
(182, 127, 97)
(245, 60, 30)
(180, 125, 95)
(243, 58, 28)
(178, 123, 93)
(242, 61, 31)
(177, 122, 92)
(240, 59, 29)
(176, 121, 91)
(238, 57, 27)
(173, 118, 88)
(236, 53, 22)
(173, 116, 87)
(237, 50, 23)
(172, 115, 86)
(232, 33, 203)
(159, 254, 235)
(220, 189, 168)
(155, 250, 231)
(216, 184, 161)
(155, 251, 226)
(224, 189, 167)
(161, 252, 230)
(223, 189, 164)
(155, 249, 222)
(213, 177, 153)
(146, 238, 214)
(216, 178, 155)
(157, 247, 222)
(219, 182, 156)
(153, 242, 216)
(214, 177, 150)
(153, 242, 217)
(220, 180, 154)
(154, 242, 216)
(217, 176, 148)
(148, 237, 209)
(211, 167, 140)
(145, 229, 200)
(209, 164, 135)
(142, 227, 196)
(205, 160, 131)
(140, 225, 194)
(204, 161, 129)
(139, 222, 62)
(199, 156, 124)
(135, 216, 59)
(200, 153, 125)
(137, 215, 58)
(197, 147, 120)
(131, 209, 52)
(193, 143, 116)
(129, 207, 50)
(193, 142, 113)
(129, 204, 49)
(192, 141, 112)
(254, 205, 46)
(190, 136, 108)
(252, 198, 42)
(189, 135, 107)
(253, 199, 43)
(187, 131, 104)
(248, 192, 39)
(181, 126, 96)
(245, 60, 30)
(180, 125, 95)
(245, 60, 30)
(178, 123, 93)
(242, 61, 31)
(181, 126, 96)
(245, 60, 30)
(181, 126, 96)
(242, 61, 31)
(176, 121, 91)
(239, 54, 24)
(174, 117, 88)
(236, 53, 22)
(173, 116, 87)
(237, 50, 23)
(227, 41, 195)
(219, 188, 167)
(152, 251, 228)
(214, 183, 162)
(148, 244, 223)
(216, 184, 161)
(161, 252, 230)
(226, 191, 169)
(161, 253, 229)
(220, 184, 160)
(152, 242, 221)
(214, 176, 153)
(153, 242, 216)
(217, 180, 154)
(153, 241, 214)
(211, 171, 146)
(144, 232, 206)
(212, 173, 144)
(149, 236, 209)
(210, 171, 142)
(145, 230, 202)
(210, 166, 139)
(146, 231, 200)
(211, 166, 137)
(146, 229, 201)
(208, 161, 133)
(138, 223, 62)
(202, 157, 126)
(136, 221, 60)
(200, 155, 124)
(133, 216, 56)
(195, 150, 119)
(137, 215, 58)
(201, 150, 123)
(137, 212, 59)
(198, 147, 120)
(130, 209, 50)
(190, 139, 110)
(248, 199, 40)
(182, 131, 102)
(253, 199, 43)
(189, 135, 107)
(255, 201, 45)
(190, 136, 108)
(253, 198, 41)
(185, 132, 101)
(247, 62, 32)
(179, 124, 94)
(243, 60, 31)
(178, 125, 94)
(242, 63, 30)
(179, 126, 95)
(240, 59, 29)
(177, 122, 92)
(245, 60, 30)
(181, 126, 96)
(244, 63, 33)
(178, 123, 93)
(239, 54, 24)
(172, 117, 87)
(237, 52, 22)
(172, 117, 87)
(234, 53, 23)
(170, 115, 85)
(216, 32, 54)
(155, 251, 226)
(215, 183, 160)
(148, 244, 223)
(213, 178, 156)
(152, 247, 225)
(225, 189, 167)
(162, 254, 230)
(220, 184, 160)
(157, 247, 222)
(217, 179, 156)
(153, 238, 216)
(215, 175, 150)
(151, 239, 212)
(209, 169, 144)
(140, 226, 203)
(205, 163, 138)
(142, 231, 203)
(206, 165, 137)
(139, 224, 196)
(202, 158, 131)
(143, 225, 199)
(210, 164, 138)
(151, 230, 202)
(211, 164, 136)
(142, 225, 197)
(203, 156, 128)
(137, 216, 58)
(200, 153, 123)
(137, 216, 58)
(197, 152, 121)
(133, 212, 54)
(200, 149, 120)
(135, 210, 55)
(197, 146, 117)
(133, 208, 53)
(195, 144, 115)
(131, 206, 51)
(192, 141, 112)
(128, 202, 46)
(190, 136, 108)
(252, 198, 42)
(188, 134, 106)
(248, 194, 38)
(182, 129, 98)
(244, 63, 33)
(181, 126, 96)
(244, 63, 33)
(177, 124, 93)
(243, 60, 31)
(179, 126, 95)
(243, 60, 31)
(174, 119, 89)
(239, 54, 24)
(177, 122, 92)
(243, 58, 28)
(176, 121, 91)
(236, 55, 25)
(169, 114, 84)
(230, 49, 19)
(168, 113, 83)
(235, 50, 20)
(169, 114, 84)
(233, 48, 18)
(252, 193, 37)
(226, 190, 168)
(158, 250, 228)
(217, 181, 157)
(148, 238, 217)
(212, 174, 151)
(151, 241, 216)
(218, 178, 153)
(152, 240, 217)
(214, 174, 149)
(148, 236, 213)
(215, 173, 149)
(148, 234, 210)
(208, 166, 142)
(143, 229, 202)
(209, 165, 140)
(144, 228, 205)
(206, 162, 137)
(139, 223, 196)
(200, 154, 130)
(134, 216, 192)
(201, 153, 130)
(139, 219, 194)
(205, 155, 130)
(145, 223, 196)
(206, 156, 131)
(138, 216, 193)
(200, 150, 125)
(137, 213, 61)
(199, 148, 121)
(135, 210, 57)
(197, 146, 117)
(135, 209, 53)
(197, 141, 114)
(133, 205, 48)
(194, 139, 109)
(128, 203, 45)
(192, 137, 107)
(255, 198, 40)
(189, 134, 104)
(251, 194, 36)
(184, 127, 98)
(245, 58, 31)
(180, 123, 94)
(246, 63, 32)
(184, 127, 98)
(247, 60, 33)
(179, 122, 93)
(238, 54, 29)
(174, 118, 91)
(241, 57, 28)
(176, 120, 93)
(234, 50, 25)
(170, 114, 87)
(236, 52, 27)
(171, 115, 88)
(232, 48, 23)
(169, 113, 86)
(232, 48, 23)
(170, 114, 87)
(235, 51, 22)
(168, 112, 85)
(233, 49, 20)
(168, 112, 85)
(179, 179, 49)
(159, 249, 224)
(221, 183, 160)
(152, 242, 221)
(217, 176, 154)
(155, 243, 216)
(218, 178, 153)
(152, 240, 217)
(212, 170, 146)
(144, 230, 206)
(208, 166, 142)
(147, 233, 209)
(213, 168, 145)
(144, 229, 204)
(205, 161, 136)
(141, 225, 198)
(209, 163, 139)
(143, 225, 201)
(202, 156, 132)
(134, 216, 192)
(199, 151, 128)
(137, 217, 192)
(204, 154, 131)
(141, 219, 192)
(206, 154, 130)
(141, 217, 193)
(201, 149, 125)
(134, 210, 58)
(200, 146, 122)
(134, 208, 56)
(198, 144, 118)
(132, 206, 50)
(196, 141, 111)
(130, 205, 47)
(193, 138, 108)
(254, 201, 43)
(190, 135, 105)
(253, 196, 38)
(186, 131, 101)
(249, 192, 34)
(183, 126, 97)
(244, 61, 30)
(178, 121, 92)
(243, 56, 29)
(180, 123, 94)
(245, 58, 31)
(179, 122, 93)
(240, 57, 26)
(173, 117, 90)
(237, 53, 24)
(175, 119, 92)
(238, 54, 29)
(170, 114, 87)
(235, 51, 22)
(172, 116, 89)
(235, 51, 22)
(168, 112, 85)
(230, 46, 21)
(167, 111, 84)
(233, 49, 20)
(168, 112, 85)
(230, 46, 21)
(166, 110, 83)
(230, 46, 21)
(189, 189, 56)
(217, 180, 154)
(155, 243, 216)
(217, 177, 152)
(152, 240, 217)
(218, 178, 153)
(153, 241, 214)
(213, 173, 147)
(145, 231, 204)
(204, 162, 137)
(143, 227, 200)
(210, 166, 141)
(149, 233, 206)
(211, 167, 142)
(142, 226, 203)
(206, 162, 137)
(146, 228, 202)
(208, 162, 136)
(141, 223, 197)
(201, 155, 129)
(137, 216, 62)
(199, 152, 126)
(136, 214, 63)
(202, 152, 127)
(139, 215, 63)
(200, 149, 122)
(137, 211, 57)
(198, 144, 118)
(133, 207, 53)
(195, 141, 115)
(130, 202, 51)
(195, 139, 114)
(128, 200, 47)
(191, 136, 106)
(252, 199, 41)
(187, 132, 102)
(248, 195, 37)
(183, 128, 98)
(244, 63, 33)
(180, 125, 95)
(242, 59, 28)
(178, 121, 92)
(241, 54, 27)
(175, 118, 89)
(241, 54, 27)
(176, 119, 90)
(239, 52, 25)
(173, 116, 87)
(234, 50, 25)
(171, 115, 88)
(236, 52, 27)
(173, 117, 90)
(235, 51, 22)
(169, 113, 86)
(234, 50, 25)
(169, 113, 86)
(230, 46, 21)
(166, 110, 83)
(228, 44, 19)
(166, 110, 83)
(228, 44, 19)
(164, 108, 81)
(229, 45, 16)
(165, 109, 82)
(179, 179, 59)
(149, 238, 212)
(214, 174, 149)
(148, 236, 213)
(213, 173, 148)
(148, 236, 210)
(211, 171, 145)
(144, 232, 206)
(207, 165, 140)
(140, 226, 203)
(207, 163, 138)
(147, 231, 204)
(212, 168, 143)
(148, 232, 207)
(212, 168, 141)
(149, 233, 204)
(215, 169, 143)
(149, 231, 205)
(207, 161, 135)
(139, 221, 195)
(200, 153, 127)
(135, 214, 60)
(198, 148, 123)
(132, 210, 57)
(198, 147, 120)
(133, 208, 55)
(196, 142, 116)
(131, 205, 51)
(193, 139, 113)
(129, 203, 49)
(192, 136, 111)
(254, 198, 45)
(189, 134, 104)
(253, 196, 38)
(186, 131, 101)
(249, 192, 34)
(183, 128, 98)
(244, 63, 33)
(179, 124, 94)
(243, 58, 28)
(179, 122, 93)
(243, 56, 29)
(176, 119, 90)
(238, 55, 24)
(173, 116, 87)
(237, 50, 23)
(171, 114, 85)
(235, 48, 21)
(169, 113, 86)
(232, 48, 23)
(171, 115, 88)
(234, 50, 25)
(170, 114, 87)
(232, 48, 23)
(169, 113, 86)
(232, 48, 23)
(166, 110, 83)
(229, 45, 16)
(163, 107, 80)
(229, 45, 16)
(164, 108, 81)
(226, 42, 17)
(163, 107, 80)
(229, 45, 16)
(189, 188, 50)
(211, 171, 145)
(146, 234, 208)
(209, 169, 143)
(144, 230, 207)
(209, 168, 140)
(144, 233, 205)
(209, 168, 140)
(145, 229, 200)
(207, 163, 136)
(143, 227, 198)
(206, 162, 135)
(142, 224, 198)
(207, 161, 135)
(144, 226, 200)
(211, 166, 137)
(148, 231, 203)
(210, 163, 135)
(143, 222, 194)
(202, 155, 127)
(136, 214, 61)
(198, 148, 121)
(130, 208, 55)
(194, 144, 117)
(131, 206, 53)
(193, 142, 113)
(128, 202, 46)
(191, 137, 109)
(255, 201, 45)
(189, 135, 107)
(252, 196, 43)
(188, 132, 105)
(248, 195, 37)
(185, 130, 100)
(249, 192, 34)
(183, 128, 98)
(247, 62, 32)
(181, 126, 96)
(245, 60, 30)
(179, 124, 94)
(245, 58, 31)
(179, 122, 93)
(243, 56, 29)
(175, 118, 89)
(236, 53, 22)
(171, 114, 85)
(232, 49, 18)
(168, 111, 82)
(230, 46, 21)
(168, 112, 85)
(233, 49, 20)
(168, 112, 85)
(232, 48, 23)
(168, 112, 85)
(233, 49, 20)
(168, 112, 85)
(228, 44, 19)
(163, 107, 80)
(226, 42, 17)
(163, 107, 80)
(226, 42, 17)
(162, 106, 79)
(227, 43, 14)
(163, 107, 80)
(178, 179, 63)
(145, 233, 207)
(208, 168, 142)
(143, 230, 203)
(205, 164, 136)
(143, 228, 200)
(208, 167, 139)
(145, 230, 202)
(205, 161, 134)
(140, 224, 199)
(203, 159, 132)
(137, 221, 62)
(198, 153, 124)
(132, 217, 58)
(199, 154, 125)
(136, 221, 62)
(204, 157, 129)
(138, 221, 193)
(200, 153, 125)
(132, 215, 59)
(197, 147, 120)
(130, 208, 55)
(193, 143, 116)
(254, 204, 51)
(191, 140, 111)
(255, 202, 47)
(190, 136, 108)
(252, 198, 42)
(188, 134, 106)
(251, 197, 41)
(186, 130, 103)
(249, 193, 36)
(182, 127, 97)
(246, 193, 35)
(183, 128, 98)
(247, 62, 32)
(181, 126, 96)
(245, 60, 30)
(180, 125, 95)
(245, 60, 30)
(181, 124, 95)
(245, 58, 31)
(178, 121, 92)
(238, 55, 24)
(173, 116, 87)
(235, 48, 21)
(167, 110, 81)
(231, 44, 17)
(165, 109, 82)
(230, 46, 21)
(166, 110, 83)
(228, 44, 19)
(167, 111, 84)
(231, 47, 18)
